% # columns="iteration, evaluation, void, void, void, xmean", seed=890395, Tue Apr 18 15:49:12 2023, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 6 0 0 0 8.820434806043934 3.962523995596295
2 12 0 0 0 8.780509721548675 4.2219944768798365
3 18 0 0 0 8.723253746024046 3.9267852818165903
4 24 0 0 0 8.61673681649328 4.427486218905716
5 30 0 0 0 8.406102802163046 4.718427954051491
6 36 0 0 0 8.419418971726246 4.92861561775168
7 42 0 0 0 8.518727115674565 4.667852329332298
8 48 0 0 0 8.628411016507668 4.510596263776877
